id;start_time;finish_time;duration;host
req-10-1371510111_1;0.5024;0.6024;0.1;bus_stop_10
req-14-2569086780_1;0.5024;0.6024;0.1;bus_stop_13
req-19-12146784_1;0.5024;0.6024;0.1;bus_stop_9
req-17-2569086698_1;0.5024;0.6024;0.1;bus_stop_1
req-18-1371510173_0;0.5024;0.6024;0.1;bus_stop_5
req-10-1371509865_1;0.5024;0.6024;0.1;bus_stop_5
req-10-1371510515_0;0.5024;0.6024;0.1;bus_stop_5
req-0-9143213716_3;0.5027;0.6027;0.1;bus_stop_15
req-12-255200029_2;0.5028;0.6028;0.1;bus_stop_2
req-27-255596028_0;0.5028;0.6028;0.1;bus_stop_9
req-6-255595921_1;0.5028;0.6028;0.1;bus_stop_13
req-6-255596808_1;0.5028;0.6028;0.1;bus_stop_13
req-12-255191472_2;0.5033;0.6033;0.1;bus_stop_14
req-28-581942879_2;0.5038;0.6038;0.1;bus_stop_16
req-66-1451034444_0;0.5042;0.6042;0.1;bus_stop_12
req-16-255190814_2;0.5046;0.6046;0.1;bus_stop_11
req-70-581942058_0;0.5046;0.6046;0.1;bus_stop_4
req-70-581942025_0;0.5046;0.6046;0.1;bus_stop_4
req-18-9983238121_1;0.505;0.605;0.1;bus_stop_2
req-27-2569086736_0;0.5052;0.6052;0.1;bus_stop_13
req-26-581942559_0;0.5052;0.6052;0.1;bus_stop_15
req-20-1371510128_0;0.5054;0.6054;0.1;bus_stop_10
req-20-1371510111_0;0.5054;0.6054;0.1;bus_stop_10
req-13-255191448_2;0.5055;0.6055;0.1;bus_stop_14
req-13-1451034425_2;0.5055;0.6055;0.1;bus_stop_14
req-21-255190815_2;0.5056;0.6056;0.1;bus_stop_6
req-26-4414627711_0;0.5059;0.6059;0.1;bus_stop_1
req-25-1480037132_1;0.5059;0.6059;0.1;bus_stop_11
req-26-255191048_1;0.5059;0.6059;0.1;bus_stop_2
req-24-1480037096_2;0.5059;0.6059;0.1;bus_stop_6
req-27-255191075_0;0.506;0.606;0.1;bus_stop_9
req-31-1480037098_1;0.506;0.606;0.1;bus_stop_6
req-33-255190984_0;0.5062;0.6062;0.1;bus_stop_2
req-31-1480037096_1;0.5062;0.6062;0.1;bus_stop_6
req-36-255595844_0;0.5063;0.6063;0.1;bus_stop_8
req-36-255595784_0;0.5063;0.6063;0.1;bus_stop_8
req-36-255595787_0;0.5063;0.6063;0.1;bus_stop_8
req-74-581942879_0;0.5063;0.6063;0.1;bus_stop_16
req-69-236868307_0;0.5063;0.6063;0.1;bus_stop_16
req-69-255200372_0;0.5063;0.6063;0.1;bus_stop_16
req-72-1451034444_0;0.5063;0.6063;0.1;bus_stop_12
req-72-2569087094_0;0.5063;0.6063;0.1;bus_stop_12
req-72-255191060_0;0.5063;0.6063;0.1;bus_stop_12
req-70-1451034453_0;0.5063;0.6063;0.1;bus_stop_4
req-65-255191439_3;0.5063;0.6063;0.1;bus_stop_4
req-43-1480037114_0;0.5063;0.6063;0.1;bus_stop_11
req-39-1480037132_0;0.5063;0.6063;0.1;bus_stop_11
req-4-255595599_3;0.6015;0.7015;0.1;bus_stop_9
req-2-255596112_2;0.6015;0.7015;0.1;bus_stop_0
req-2-2570830451_2;0.6015;0.7015;0.1;bus_stop_0
req-11-2569086944_1;0.6017;0.7017;0.1;bus_stop_7
req-7-1432574863_1;0.6017;0.7017;0.1;bus_stop_7
req-15-255191437_1;0.6017;0.7017;0.1;bus_stop_14
req-19-10915667367_1;0.6017;0.7017;0.1;bus_stop_1
req-8-10915667490_2;0.6017;0.7017;0.1;bus_stop_1
req-24-2569108697_2;0.602;0.702;0.1;bus_stop_8
req-33-1469068918_0;0.6021;0.7021;0.1;bus_stop_15
req-33-2569086820_0;0.6021;0.7021;0.1;bus_stop_15
req-16-2923311197_0;0.6021;0.7021;0.1;bus_stop_7
req-7-1432574912_1;0.6021;0.7021;0.1;bus_stop_7
req-29-1432574941_0;0.6021;0.7021;0.1;bus_stop_0
req-27-255596018_0;0.6021;0.7021;0.1;bus_stop_0
req-8-1432574918_2;0.6023;0.7023;0.1;bus_stop_5
req-9-1371510111_2;0.6026;0.7026;0.1;bus_stop_10
req-9-12146767_2;0.6026;0.7026;0.1;bus_stop_10
req-10-1371510173_1;0.6026;0.7026;0.1;bus_stop_5
req-9-1371509865_2;0.6026;0.7026;0.1;bus_stop_5
req-19-255596017_1;0.603;0.703;0.1;bus_stop_13
req-18-1371509865_0;0.603;0.703;0.1;bus_stop_5
req-26-255200029_1;0.6031;0.7031;0.1;bus_stop_2
